run_name,scenario,K,snr_db,ber_bcjr,ber_neural_bcjr,ber_neural_viterbi,ber_viterbi,decode_time_s_bcjr,decode_time_s_neural_bcjr,decode_time_s_neural_viterbi,decode_time_s_viterbi,fer_bcjr,fer_neural_bcjr,fer_neural_viterbi,fer_viterbi,delta_ber_nv_minus_v,delta_ber_nb_minus_b,delta_fer_nv_minus_v,delta_fer_nb_minus_b
research_p03_impulsive_mismatch_k256,impulsive_mismatch,256,-2.0,0.455140625,0.4570390625,0.4606484375,0.4607734375,0.4190452521997504,0.4739886113988468,0.149900665200781,0.1085635953991441,1.0,1.0,1.0,1.0,-0.00012499999999998623,0.001898437499999961,0.0,0.0
research_p02_amplitude_mismatch_k256,amplitude_mismatch,256,-4.0,0.4948697916666666,0.4941927083333333,0.494140625,0.4942447916666667,0.3516582996656264,0.3831968316651182,0.1119247006685085,0.0921033016633009,1.0,1.0,1.0,1.0,-0.00010416666666668295,-0.0006770833333333282,0.0,0.0
research_p05_burst_k512,burst,512,-6.0,0.49236328125,0.4923046875,0.49396484375,0.4940657552083333,0.7229263743333285,0.7948026421680697,0.2610260538341633,0.1904136713334204,1.0,1.0,1.0,1.0,-0.00010091145833329707,-5.859375000000222e-05,0.0,0.0
research_p04_rayleigh_mismatch_k256_dense,rayleigh_mismatch,256,0.0,0.2943359375,0.2953076171875,0.30091796875,0.301015625,0.3910942623746086,0.4502152983743144,0.1450086550026753,0.1012092892502551,1.0,1.0,1.0,1.0,-9.76562500000222e-05,0.0009716796875000044,0.0,0.0
research_p03_burst_k128,burst,128,4.0,0.00396875,0.0039375,0.004078125,0.004140625,0.1757227679970674,0.2035426945998333,0.0558282054017763,0.0453256340007064,0.138,0.138,0.134,0.136,-6.250000000000006e-05,-3.125000000000003e-05,-0.0020000000000000018,0.0
research_p06_noise_mismatch_k256_neuralfocus,noise_mismatch,256,4.0,0.0004052734375,0.00041015625,0.000390625,0.00044921875,0.4069293756264233,0.4728606856250553,0.1545891163751366,0.1046482943743467,0.04625,0.04625,0.04375,0.0475,-5.859375e-05,4.882812500000004e-06,-0.0037500000000000033,0.0
research_p04_awgn_k256_dense,awgn,256,-8.0,0.495595703125,0.494423828125,0.4948583984375,0.494892578125,0.3677268503756932,0.4321471599990764,0.1412957510002161,0.0961652678765676,1.0,1.0,1.0,1.0,-3.4179687499968914e-05,-0.001171874999999989,0.0,0.0
research_p01_awgn_k128,awgn,128,6.0,5.208333333333334e-05,5.208333333333334e-05,2.604166666666667e-05,5.208333333333334e-05,0.1956597106682602,0.2541738543321844,0.0702477080010188,0.0497730453310456,0.0066666666666666,0.0066666666666666,0.0033333333333333,0.0066666666666666,-2.604166666666667e-05,0.0,-0.0033333333333333,0.0
research_p04_rayleigh_k256_dense,rayleigh,256,8.0,8.7890625e-05,0.0001318359375,6.8359375e-05,8.7890625e-05,0.3927369874995202,0.4523191067502921,0.1452208346241241,0.1015199102491169,0.01375,0.01625,0.01375,0.01375,-1.953124999999999e-05,4.394531250000001e-05,0.0,0.0025000000000000005
research_p05_rayleigh_mismatch_k512,rayleigh_mismatch,512,6.0,0.0006608072916666,0.000634765625,0.0006412760416666,0.0006608072916666,0.7240840806663619,0.7953871831667493,0.2614805009991202,0.1912227900002229,0.08,0.08,0.0783333333333333,0.08,-1.953124999999991e-05,-2.604166666659994e-05,-0.0016666666666667052,0.0
